start_point,end_point
93800722511,6695347f31ab0df8d453230c2bdfe005d030f25b80f79ab8a49bcfc0b1f4d625
93800292920,6e7afe0aa832313ee22f373dfb20b70e3ea69453f0353fad0c857b5c261a5712
93800607495,6e7afe0aa832313ee22f373dfb20b70e3ea69453f0353fad0c857b5c261a5712
93800507747,73dca63dabce83f7695ebb75a227d12884c71b52e5f36925490bc7163eededc6
93800179928,798b3b5cc76938f74b944cc4162e6ba1452dcffaeb816adfcd711c6e007199ea
93800462220,7d2086c73e8ff868d027183913166b8e9881acb1ffccb7f7a1160bdbf8e6065a
93800351362,7e40857c4deb28579f7262ea5bf29866e938b9e665d7520decc86f776820bdfd
93800017789,7e40857c4deb28579f7262ea5bf29866e938b9e665d7520decc86f776820bdfd
93800921786,7f24ff98745c75bb58bbf95f1825544878488120b9437638adec292912cde464
93800674187,80db90f42f173138d104fd9b8d6a54913611370fde1833872a49a0ba8b8b3885
93800234531,81b547a31cfe3425b27408ff8c91b542bc2ac594f86714fd1ed73ff8c016bd9a
93800534806,82a1f603a478dfe69004f2017296633d2daad952ba127016f25ce4e5729ed75a
93800880159,82a1f603a478dfe69004f2017296633d2daad952ba127016f25ce4e5729ed75a
93800664310,8722b25ed362f408b8caa4ff8e4ae343a97fca1e5968ee199ea31d396c4dcf54
93800065607,88afa62ecfbd4c354edacea510b2084d585a6d477849f1deba7a48fbae3067e0
93800073496,8ee5d67fc9111ead04a56fe31c212ff2344a65c5ce249d7e42343120bdfdc703
93800705356,958b7b62d4386b5fe1201bf525feaa8a2d78219921d80144a2af21be6d1f66f2
93800029906,99080deeff6cd9bf4ade68d311b764ffc06e877dc9a1d98a90007a196fc656d8
93800197683,a5ec360a30dbcf6d1cbdc02da03d058e0b216fd90f5ec51811c20616af928a12
93800963434,a6d6f90c1f82df12e6e1dd7f3cf0cb582e7b3bd107d1b2d5c85b4d2b9b9a837b
93800447563,a7073c26d1ac68c8855094aea994963b0b713fd8d987759587966822b91d3a92
93800208870,a7073c26d1ac68c8855094aea994963b0b713fd8d987759587966822b91d3a92
93800800901,a90dd8d88147285e403a9c105dc6f647f5da5d08ba2babdae02010d30b53a940
93800370247,a90dd8d88147285e403a9c105dc6f647f5da5d08ba2babdae02010d30b53a940
93800506064,b00624176dab8ec35627c84210df634823d26c1f5492f5b5442e024838a05bed
93800958515,b620b6356a44b91f3f14848d7e31fce615493a2a44db4ef526e0ace0e84f5d25
93800457855,b620b6356a44b91f3f14848d7e31fce615493a2a44db4ef526e0ace0e84f5d25
93800598106,b620b6356a44b91f3f14848d7e31fce615493a2a44db4ef526e0ace0e84f5d25
93800940473,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800912200,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800960030,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800574528,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800017679,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800257677,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800221858,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800727362,b73c53cb96b25521aaa9869a4ad665ab3be8323164e366d7ee11b5504cf83dab
93800896386,b8a64a2b84f916d719dc8f4bba2c56edcc349d078b71f51f3ddcd4c49fcc4cbe
93800908876,b8a64a2b84f916d719dc8f4bba2c56edcc349d078b71f51f3ddcd4c49fcc4cbe
93800888620,b992ddabf9bfce415b9081282b9ed5c53498418656dd9e9c8f9b86b03f04daa6
93800046264,b992ddabf9bfce415b9081282b9ed5c53498418656dd9e9c8f9b86b03f04daa6
93800774561,bd59adb9cfc8145ed8230b9c8daddf3fefb454f2460034aa6dac5cc29b9aeb1d
93800126201,bf0fc09049ee3ba19f671992fd9000bd23646860b10bd73355e6e5fa6d10099c
93800002011,c0c8a82d3ce5eb3df743875a7c1f5add803cf7cfa3a9baaa12d527fac2bfc82d
93800628144,c0c8a82d3ce5eb3df743875a7c1f5add803cf7cfa3a9baaa12d527fac2bfc82d
93800998926,c0d204636c07e5f333d2d1839f15f6674dad1c17674659c6291134936991e97f
93800843603,c89e3ca4822b9d4bba342e9b010bb61e8af45c0f8f21d35b7a0f91823826a1a4
93800215032,cfd4166dac9e5f7fa81f9e75b6f3ffc6b1e15efa27091cc726785d7b8e442493
93800511096,cfd4166dac9e5f7fa81f9e75b6f3ffc6b1e15efa27091cc726785d7b8e442493
93800918763,d43ceac568d355cb57d6a1d9d860fe15572555004454bca283640eeee24526e0
93800001894,d43ceac568d355cb57d6a1d9d860fe15572555004454bca283640eeee24526e0
93800356929,d43ceac568d355cb57d6a1d9d860fe15572555004454bca283640eeee24526e0
93800378234,d45eb5b0e05f05be380f8c78483899664594dd89cd87368eceaa39af5cc81a67
93800391230,d517a5a2f701667e4d9f20f86aa629a1bfb5bb3ec5daaa52882dd205fad382ab
93800538814,d517a5a2f701667e4d9f20f86aa629a1bfb5bb3ec5daaa52882dd205fad382ab
93800952897,d7007630d22295a47c457e81def45110da47a6ebc0ea27a71eefbe53395c31a2
93800942371,d7007630d22295a47c457e81def45110da47a6ebc0ea27a71eefbe53395c31a2
93800630677,d72e0975b5e0663a553ea8ba97e51f18b27b0d37b9e0be1d6c98782152581939
93800073783,d7c7dfe9bb8625553111ae42f9756a9b885dbef78c39da2131030b2a6428c36d
93800697352,dcb51249fb216509333665bb23a88f3a8835e758f600b3df3ac712589a3ecc21
93800545802,e2062a60fa598fccef2b88fe21a77797e8875d5a96016993d296e803898d61b6
93800315795,e4bbce3f1b33a074032d0c22c440ff9836063d1f5e92f090d8b83111c723ac75
93800566878,e4c97bc198aa4b7c7108ba77fa38460608f35a0f0d4dfabaf479a620e3454079
93800366102,ed52c384ee4546bcefe1333d569ed13c773029ae03bdd6a7a7180c46c6593abd
93800317013,ff3e4679360be07e2167f473ecc9fbe890e8c971799352d5fc3ac70b451cd11d
